price_bins,model_year,cylinders,wheels_size,time_owned,per_year_cost,per_kkm_cost,car_type_suv,car_interior_rare,fuel_type_id,mileage_distribution_id,premium_manufacturers,car_location_Dubai
6,2021,4,19,0,89000,1934,0,0,1,0,1,1.0
7,2021,6,20,0,142500,25611,1,1,1,1,1,1.0
8,2023,4,20,1,320000,69565,0,1,1,1,1,0.0
7,2019,8,21,0,62250,4150,0,1,1,0,1,0.0
3,2020,4,17,0,23000,1209,0,1,1,0,0,1.0
7,2023,4,19,1,259000,43166,0,1,1,1,1,1.0
7,2020,4,20,0,71666,4623,1,0,1,1,1,1.0
4,2019,6,17,0,21500,1772,1,0,1,1,0,1.0
9,2024,6,21,1,-500000,500000,0,1,1,1,1,1.0
4,2018,6,17,0,19400,1058,1,0,1,0,1,1.0
9,2023,6,21,1,576000,576000,0,1,1,1,1,1.0
3,2022,4,18,1,59000,59000,1,0,1,1,0,1.0
7,2023,6,17,1,205000,205000,1,0,1,1,0,1.0
2,2021,4,17,0,21000,464,0,1,1,0,0,1.0
6,2021,4,18,0,94500,7875,1,1,1,1,1,1.0
10,2021,8,19,0,744444,1488888,0,0,1,1,1,1.0
10,2022,12,20,1,1065000,1065000,0,1,1,1,1,1.0
5,2020,4,17,0,39000,1700,1,0,1,0,1,1.0
2,2015,4,17,0,5875,377,0,0,1,0,0,1.0
10,2023,12,22,1,1900000,431818,1,1,1,1,1,1.0
7,2022,6,20,1,290000,290000,1,0,1,1,0,1.0
4,2018,4,17,0,14800,609,1,0,1,0,0,1.0
4,2014,6,20,0,9333,717,0,0,1,0,1,0.0
4,2017,4,17,0,14500,829,1,1,1,0,0,1.0
5,2015,8,20,0,14750,921,0,0,1,0,1,1.0
4,2013,8,19,0,7000,251,0,0,1,0,0,1.0
5,2021,8,20,0,57500,7666,0,1,1,1,0,1.0
4,2020,3,17,0,31333,1212,0,0,1,0,0,1.0
8,2023,6,22,1,460000,306666,1,1,1,1,1,0.0
4,2020,6,17,0,27666,769,1,0,1,0,0,1.0
4,2015,6,17,0,10875,775,1,0,1,0,0,1.0
5,2022,8,18,1,118000,9365,0,0,1,1,0,1.0
2,2023,4,18,1,42000,42000,1,0,1,1,0,1.0
6,2021,4,21,0,97500,13928,1,1,1,1,1,1.0
6,2019,4,22,0,42000,3822,1,0,1,1,1,1.0
4,2024,4,16,1,-73000,73000,1,0,1,1,0,1.0
3,2017,4,17,0,8500,268,0,0,1,0,0,1.0
4,2021,8,20,0,49000,32666,0,0,1,1,0,0.0
2,2019,4,16,0,9750,347,1,0,1,0,0,1.0
2,2019,4,16,0,10750,411,0,0,1,0,0,1.0
2,2017,4,16,0,6833,296,0,0,1,0,0,1.0
2,2017,4,18,0,7666,332,0,1,1,0,0,1.0
2,2017,4,16,0,7000,243,0,0,1,0,0,1.0
2,2017,4,17,0,8166,246,0,0,1,0,0,1.0
3,2019,4,17,0,14250,713,1,0,1,0,0,1.0
3,2004,8,16,0,3421,731,0,0,1,0,0,1.0
3,2021,4,18,0,27000,1125,1,0,1,1,0,1.0
9,2023,6,21,1,569000,569000,0,1,1,1,1,0.0
9,2023,6,22,1,580000,580000,1,1,1,1,1,0.0
8,2022,6,20,1,365000,365000,1,1,1,1,0,0.0
8,2017,12,20,0,83166,24655,0,1,1,1,1,1.0
5,2021,8,19,0,57500,12777,0,0,1,1,0,1.0
10,2023,8,22,1,1039000,1039000,1,1,1,1,1,1.0
10,2024,8,23,1,-1079000,1079000,1,1,1,1,1,1.0
3,2019,4,17,0,13000,548,1,0,1,0,0,1.0
3,2022,4,15,1,65000,2031,0,0,1,1,0,1.0
2,2020,4,16,0,16333,411,0,0,1,0,0,1.0
4,2018,4,17,0,17000,615,1,1,1,0,0,1.0
2,2017,4,16,0,8000,282,0,0,1,0,0,1.0
4,2013,8,21,0,8200,468,1,1,1,0,1,1.0
3,2023,4,15,1,54000,54000,0,0,1,1,0,1.0
5,2020,4,18,0,45333,3885,0,1,1,1,1,1.0
10,2022,12,24,1,2699999,865384,0,1,1,1,1,1.0
2,2017,4,16,0,7833,247,0,0,1,0,0,1.0
2,2017,6,18,0,7333,376,1,0,1,0,0,1.0
3,2019,4,15,0,16000,932,0,0,1,0,0,1.0
6,2023,6,17,1,179000,179000,1,0,1,1,0,1.0
3,2023,4,17,1,64000,64000,0,0,1,1,0,1.0
8,2022,6,21,1,410000,15769,1,1,1,1,1,1.0
7,2020,4,21,0,94000,6000,1,1,1,1,1,1.0
7,2020,6,21,0,83000,3207,0,1,1,0,1,1.0
7,2020,6,21,0,81666,2882,1,1,1,0,1,1.0
7,2019,8,21,0,69750,2232,1,1,1,0,1,1.0
6,2023,6,17,1,179000,179000,1,0,1,1,0,1.0
9,2022,8,23,1,888000,888000,1,1,1,1,1,1.0
6,2018,6,18,0,33800,1005,0,0,1,0,0,1.0
7,2022,6,20,1,244000,32533,0,0,1,1,0,1.0
10,2023,8,21,1,1385000,1385000,1,0,1,1,1,1.0
5,2017,4,18,0,17500,780,0,0,1,0,1,1.0
10,2016,12,20,0,178571,83567,0,1,1,1,1,1.0
8,2022,8,22,1,465000,465000,1,1,1,1,1,1.0
6,2023,6,17,1,179000,179000,1,0,1,1,0,1.0
5,2020,4,18,0,47000,2402,0,1,1,0,1,1.0
5,2021,4,18,0,50000,1492,0,0,1,0,0,1.0
8,2019,8,22,0,123000,3784,1,1,1,0,1,1.0
9,2022,8,22,1,899000,899000,1,1,1,1,1,1.0
6,2023,6,17,1,169000,169000,1,0,1,1,0,1.0
4,2022,4,17,1,99000,6182,0,0,1,1,0,1.0
10,2021,8,19,0,744444,1488888,0,0,1,1,1,1.0
6,2023,6,17,1,169000,169000,1,0,1,1,0,1.0
2,2016,6,18,0,7000,686,0,1,1,0,0,1.0
10,2022,8,22,1,1398000,1398000,0,0,1,1,1,1.0
9,2017,8,20,0,108333,24896,0,1,1,1,1,1.0
3,2017,6,18,0,9166,1018,0,0,1,0,0,1.0
6,2022,6,20,1,199000,199000,1,0,1,1,0,1.0
6,2022,6,20,1,187000,187000,1,0,1,1,0,1.0
3,2018,4,19,0,13000,1050,0,1,1,0,0,1.0
6,2023,4,20,1,189000,189000,1,0,2,1,1,1.0
5,2017,4,18,0,24833,1224,0,0,1,0,1,1.0
7,2023,6,17,1,219000,219000,1,0,1,1,0,1.0
6,2015,12,20,0,23750,1938,0,0,1,0,1,1.0
4,2020,4,18,0,23333,4142,0,0,1,1,0,1.0
3,2019,4,18,0,15500,2510,0,1,1,1,0,1.0
8,2023,6,22,1,459000,459000,1,1,1,1,0,1.0
6,2023,6,17,1,169000,169000,1,0,1,1,0,1.0
7,2023,4,21,1,244000,244000,1,0,1,1,1,1.0
4,2018,8,20,0,18000,1741,0,1,1,0,0,1.0
4,2018,8,19,0,19800,2020,0,0,1,1,0,1.0
4,2021,6,19,0,39000,15600,0,1,1,1,0,1.0
3,2018,6,20,0,11800,2695,0,1,1,1,0,1.0
10,2022,12,22,1,1065000,1065000,0,1,1,1,1,1.0
4,2020,4,18,0,25000,2218,0,0,1,1,0,1.0
9,2023,8,22,1,975000,975000,1,1,1,1,1,1.0
5,2018,6,18,0,22200,909,1,0,1,0,0,1.0
9,2022,8,20,1,971000,971000,1,0,1,1,1,1.0
10,2023,12,23,1,1430000,1430000,1,0,1,1,1,1.0
5,2016,6,17,0,14571,930,0,1,1,0,1,1.0
9,2023,8,22,1,982000,982000,1,1,1,1,1,1.0
9,2023,6,22,1,549000,549000,1,0,1,1,1,1.0
8,2023,6,20,1,372000,372000,1,0,1,1,1,1.0
7,2023,4,20,1,215000,215000,1,1,1,1,1,1.0
8,2023,6,22,1,329000,329000,0,1,2,1,0,1.0
10,2023,8,22,1,1039000,1039000,1,1,1,1,1,1.0
8,2023,6,20,1,416000,416000,1,0,2,1,0,1.0
10,2023,8,23,1,1169000,1169000,1,1,1,1,1,1.0
8,2023,6,22,1,341000,341000,0,1,2,1,0,1.0
10,2023,6,23,1,1165000,1165000,1,1,1,1,1,1.0
8,2023,6,22,1,438000,438000,1,1,2,1,0,1.0
9,2023,8,22,1,958000,958000,1,1,1,1,1,1.0
9,2022,8,22,1,894000,894000,1,1,1,1,1,1.0
8,2023,6,18,1,429000,429000,1,0,2,1,0,1.0
7,2023,4,19,1,242000,242000,0,0,1,1,0,1.0
8,2023,6,22,1,436000,436000,1,1,1,1,1,1.0
10,2023,6,21,1,1009000,1009000,0,1,1,1,1,1.0
5,2018,6,18,0,20600,2253,1,0,1,1,1,1.0
9,2023,6,21,1,550000,550000,1,1,2,1,1,1.0
8,2023,8,22,1,371000,371000,1,1,1,1,0,1.0
9,2023,6,22,1,639000,639000,0,1,1,1,1,1.0
4,2016,4,18,0,10714,75000,0,0,1,1,1,0.0
3,2017,6,16,0,8833,987,1,0,1,0,0,1.0
9,2024,8,17,1,-673000,673000,0,0,1,1,0,1.0
3,2020,4,17,0,23000,1367,1,0,1,0,0,1.0
5,2021,6,16,0,59000,5989,1,1,1,1,0,1.0
4,2015,6,18,0,9125,500,1,0,1,0,1,0.0
9,2022,8,21,1,695000,695000,1,0,1,1,1,1.0
5,2017,6,22,0,23166,1362,0,1,1,0,1,1.0
5,2015,8,21,0,13625,1282,1,1,1,0,1,1.0
5,2015,8,21,0,18625,1478,1,0,1,0,1,1.0
5,2015,8,21,0,18625,1638,1,0,1,0,1,1.0
4,2014,8,22,0,8777,918,0,1,1,0,1,1.0
4,2015,6,21,0,9625,865,1,1,1,0,1,1.0
7,2022,6,22,1,279000,27900,0,1,1,1,1,1.0
6,2018,8,22,0,31800,1347,1,1,1,0,1,1.0
4,2021,6,19,0,40000,2909,1,0,1,1,0,1.0
5,2015,8,22,0,18625,1478,1,0,1,0,1,1.0
10,2022,8,22,1,1299000,1299000,1,1,1,1,1,1.0
5,2022,4,20,1,137000,3605,1,0,1,1,1,1.0
8,2017,8,22,0,83166,13861,1,1,1,1,1,1.0
6,2015,8,21,0,21125,1817,1,1,1,0,1,1.0
2,2008,6,20,0,2800,560,0,0,1,0,1,1.0
5,2019,8,20,0,37000,1761,0,1,1,0,1,1.0
5,2015,8,22,0,13625,1204,1,1,1,0,1,1.0
6,2017,8,20,0,32500,13393,0,0,1,1,0,1.0
7,2023,6,20,1,282000,282000,1,0,1,1,0,1.0
4,2023,4,17,1,93000,93000,0,1,1,1,0,1.0
2,2023,4,20,1,48000,48000,1,0,1,1,0,1.0
8,2019,8,21,0,124250,20285,1,0,1,1,1,1.0
8,2022,8,22,1,339000,34256,1,1,1,1,0,1.0
3,2012,8,22,0,5363,641,1,0,1,0,1,1.0
9,2023,8,21,1,780000,780000,0,1,1,1,1,1.0
8,2014,12,22,0,44333,4384,0,1,1,0,1,1.0
5,2014,8,21,0,13222,1400,1,1,1,0,1,1.0
6,2015,8,20,0,19875,1347,0,0,1,0,1,0.0
8,2019,8,22,0,76250,8472,1,1,1,1,1,0.0
9,2024,8,22,1,-630000,630000,1,1,1,1,1,1.0
7,2023,4,17,1,235000,235000,0,1,1,1,1,1.0
7,2021,8,22,0,148500,7615,1,1,1,1,1,0.0
10,2023,8,22,1,1700000,1700000,1,0,1,1,1,1.0
9,2023,6,20,1,522000,522000,1,1,1,1,1,1.0
5,2021,6,17,0,72500,145000,0,0,1,1,0,1.0
5,2019,8,20,0,25000,2941,0,0,1,1,0,1.0
3,2018,6,18,0,13400,1970,1,1,1,1,0,1.0
5,2020,4,17,0,38333,4423,1,1,1,1,0,1.0
9,2023,6,22,1,569000,569000,1,1,1,1,1,1.0
5,2020,4,18,0,43000,2931,0,0,1,1,1,1.0
6,2018,6,20,0,31800,2064,0,1,1,0,1,1.0
8,2023,6,20,1,365000,365000,1,1,1,1,0,1.0
6,2020,4,20,0,53000,6115,1,1,1,1,1,1.0
5,2019,4,18,0,31500,50400,1,0,1,1,0,1.0
5,2023,4,17,1,128000,128000,0,1,1,1,0,1.0
8,2023,6,21,1,439000,115526,1,0,1,1,1,0.0
6,2019,6,22,0,48000,3840,1,1,1,0,1,1.0
8,2023,4,21,1,305000,305000,1,1,1,1,1,1.0
5,2016,6,22,0,16428,660,1,0,1,0,1,1.0
7,2023,4,19,1,239000,239000,0,0,1,1,0,1.0
6,2022,4,18,1,159000,4818,0,0,1,1,1,1.0
7,2020,8,21,0,86333,64750,1,0,1,1,1,1.0
7,2022,4,19,1,229000,17615,0,1,1,1,1,1.0
10,2022,12,22,1,1779000,1779000,1,1,1,1,1,1.0
7,2018,8,20,0,55800,4573,0,1,1,0,1,1.0
3,2016,4,17,0,8000,388,1,1,1,0,0,1.0
3,2022,4,17,1,59000,2559,0,0,1,1,0,1.0
8,2023,6,18,1,429000,429000,1,0,1,1,0,1.0
2,2014,4,17,0,5000,1185,0,1,1,1,0,1.0
2,2014,4,17,0,5111,413,1,1,1,0,0,1.0
3,2017,4,17,0,8500,537,0,0,1,0,0,1.0
2,2018,4,17,0,7400,223,0,0,1,0,0,1.0
3,2018,6,18,0,13600,1360,0,0,1,0,0,0.0
5,2023,4,18,1,132000,132000,1,0,2,1,0,1.0
9,2024,4,19,1,-599000,599000,0,0,1,1,1,1.0
9,2023,4,19,1,599000,599000,0,1,1,1,1,1.0
5,2023,6,17,1,130000,130000,1,1,1,1,0,1.0
5,2020,4,18,0,36666,1833,0,0,1,0,1,0.0
7,2023,4,19,1,225000,225000,0,0,1,1,1,1.0
4,2020,8,20,0,30000,1258,0,1,1,0,0,1.0
5,2023,6,15,1,146000,146000,1,1,1,1,0,1.0
9,2023,4,19,1,599000,599000,0,0,1,1,1,1.0
9,2023,4,19,1,649000,649000,0,1,1,1,1,1.0
4,2020,6,20,0,26000,865,0,0,1,0,0,1.0
4,2020,4,20,0,26333,1673,0,1,1,1,0,1.0
8,2024,4,19,1,-475000,475000,0,1,1,1,1,1.0
3,2023,4,17,1,50000,50000,0,0,1,1,0,1.0
10,2023,12,22,1,2250000,2250000,1,1,1,1,1,1.0
7,2023,4,18,1,252000,252000,0,0,1,1,1,1.0
5,2023,6,20,1,127000,26337,1,0,1,1,0,1.0
4,2019,4,20,0,17500,1186,0,0,1,0,0,1.0
5,2011,8,20,0,9833,662,1,1,1,0,1,1.0
7,2023,6,20,1,229000,229000,0,0,1,1,0,1.0
4,2013,8,22,0,8900,601,1,1,1,0,1,1.0
6,2021,6,19,0,89500,2841,0,1,1,0,1,1.0
2,2019,4,17,0,10500,2100,0,0,1,1,0,1.0
2,2017,6,18,0,7833,4590,0,0,1,1,0,1.0
4,2020,4,18,0,26666,1066,0,0,1,0,0,1.0
5,2015,8,19,0,14375,608,1,0,1,0,1,0.0
3,2019,6,20,0,17250,842,0,1,1,0,0,1.0
9,2023,8,23,1,845000,845000,1,1,1,1,1,1.0
3,2019,4,17,0,15750,1215,1,0,1,0,0,1.0
4,2018,6,20,0,18800,2764,1,0,1,1,0,0.0
3,2019,6,20,0,17250,870,0,0,1,0,0,1.0
4,2012,8,21,0,8090,908,0,0,1,0,1,1.0
8,2017,12,20,0,80000,11136,0,1,1,1,1,1.0
5,2020,6,17,0,48333,2164,1,0,1,0,0,1.0
7,2022,6,20,1,254000,24128,1,1,1,1,0,1.0
3,2019,6,20,0,14750,605,0,1,1,0,0,1.0
4,2022,4,17,1,89000,89000,1,0,1,1,0,1.0
3,2012,8,17,0,5909,668,0,0,2,0,1,1.0
6,2015,8,20,0,21000,1377,0,1,1,0,1,1.0
5,2021,6,19,0,56000,24994,1,1,1,1,1,1.0
7,2023,4,20,1,280000,280000,1,1,1,1,1,1.0
8,2020,8,22,0,113333,18888,1,1,1,1,1,1.0
8,2023,6,20,1,397000,397000,1,0,2,1,0,1.0
9,2021,8,22,0,405000,12755,1,1,1,0,1,1.0
4,2016,6,17,0,11285,671,1,0,1,0,1,1.0
9,2023,6,23,1,880000,880000,1,1,1,1,1,1.0
5,2014,8,20,0,15000,2177,0,0,1,0,1,1.0
5,2014,8,17,0,12111,754,1,1,1,0,1,1.0
9,2021,8,22,0,449500,24623,1,1,1,1,1,1.0
7,2022,4,17,1,265000,265000,0,1,1,1,1,1.0
7,2018,6,21,0,55800,4689,0,1,1,0,1,1.0
10,2023,8,23,1,1375000,1375000,1,1,1,1,1,1.0
6,2023,4,18,1,195000,195000,1,1,1,1,1,1.0
4,2020,4,17,0,24000,946,0,0,1,0,0,1.0
10,2023,8,23,1,1299000,1299000,1,0,1,1,1,1.0
7,2023,6,18,1,255000,255000,1,0,1,1,0,1.0
3,2018,4,17,0,13200,482,1,0,1,0,0,1.0
3,2019,4,17,0,15250,919,0,1,1,0,0,1.0
4,2018,4,17,0,16200,1269,1,1,1,0,0,1.0
8,2022,6,20,1,421000,30469,0,1,1,1,1,1.0
4,2018,6,17,0,14800,774,1,0,1,0,0,1.0
9,2023,8,22,1,741000,741000,1,1,2,1,1,1.0
2,2024,4,17,1,-44000,44000,1,0,1,1,0,1.0
8,2023,6,22,1,488000,54222,1,1,1,1,1,1.0
7,2023,6,18,1,255000,255000,1,0,1,1,0,1.0
3,2020,4,16,0,19666,903,0,1,1,0,0,1.0
9,2023,8,22,1,844000,844000,1,1,1,1,1,1.0
9,2019,6,21,0,202250,33367,0,0,1,1,1,1.0
8,2022,8,21,1,339000,10272,1,0,1,1,1,0.0
4,2015,6,17,0,12000,880,0,1,1,0,1,1.0
2,2016,4,17,0,6428,516,1,0,1,0,0,1.0
6,2023,4,19,1,193000,193000,1,0,1,1,0,1.0
5,2023,4,18,1,109000,109000,0,1,1,1,0,1.0
2,2013,4,17,0,3700,231,0,0,1,0,0,1.0
8,2022,8,20,1,310000,310000,1,0,1,1,0,1.0
6,2022,4,18,1,194000,194000,1,0,1,1,0,1.0
5,2023,4,19,1,102000,102000,0,1,1,1,0,0.0
7,2022,4,19,1,220000,220000,1,0,1,1,0,1.0
4,2020,4,17,0,23333,714,0,0,1,0,0,1.0
5,2018,6,21,0,27600,1232,1,0,1,0,1,0.0
4,2018,4,18,0,17200,1393,1,1,1,0,0,1.0
5,2015,8,20,0,15000,697,1,0,1,0,1,0.0
9,2023,8,23,1,886000,886000,1,1,1,1,1,1.0
5,2021,4,19,0,60000,4000,1,0,1,1,1,0.0
5,2021,4,17,0,54000,1208,1,1,1,0,0,1.0
3,2016,4,18,0,9714,447,0,1,1,0,1,0.0
9,2022,8,23,1,849000,18866,0,0,1,1,1,1.0
5,2022,6,18,1,145000,13181,1,0,1,1,0,1.0
6,2021,6,20,0,84500,4447,1,1,1,1,1,0.0
8,2023,8,20,1,315000,315000,1,0,1,1,0,1.0
4,2020,6,20,0,25000,1171,0,0,1,0,0,1.0
5,2023,4,16,1,101000,101000,0,1,1,1,0,1.0
8,2021,6,22,0,164500,6580,1,0,1,0,1,0.0
7,2020,6,17,0,75000,6081,0,0,1,1,0,0.0
4,2022,4,16,1,96000,96000,0,1,1,1,0,1.0
4,2020,4,18,0,33000,2587,1,0,1,1,1,0.0
10,2022,12,22,1,1999999,419287,1,0,1,1,1,1.0
5,2023,4,15,1,103000,103000,0,1,1,1,0,1.0
6,2023,6,16,1,165000,165000,1,1,1,1,0,1.0
3,2023,4,17,1,66000,66000,0,1,1,1,0,1.0
9,2022,8,22,1,894000,894000,1,1,1,1,1,1.0
5,2023,4,18,1,118000,118000,1,1,1,1,0,1.0
6,2022,6,16,1,152000,152000,0,1,1,1,0,1.0
5,2020,4,18,0,38333,3194,1,1,1,1,0,1.0
8,2023,6,19,1,380000,380000,1,0,1,1,0,1.0
4,2017,8,20,0,14166,801,0,0,1,0,0,1.0
3,2020,4,16,0,18333,1057,0,0,1,0,0,1.0
5,2021,8,20,0,51500,4204,0,1,1,1,0,1.0
3,2016,4,16,0,7857,597,0,0,1,0,0,1.0
2,2016,4,16,0,5428,158,1,0,1,0,0,1.0
6,2023,6,17,1,180000,180000,0,0,1,1,0,1.0
3,2024,4,16,1,-57000,57000,0,0,1,1,0,1.0
3,2024,4,16,1,-52000,52000,0,0,1,1,0,1.0
7,2021,6,20,0,137500,14030,1,0,1,1,1,1.0
6,2020,4,20,0,66333,2010,1,0,1,0,1,1.0
8,2023,6,20,1,353000,353000,0,1,2,1,0,1.0
5,2023,4,17,1,105000,105000,0,0,1,1,0,1.0
6,2017,6,20,0,26333,1056,0,0,1,0,1,1.0
3,2023,3,17,1,62000,62000,1,1,1,1,0,1.0
2,2023,4,14,1,40000,40000,0,0,1,1,0,1.0
4,2020,4,17,0,25000,625,0,1,1,0,0,1.0
7,2023,4,18,1,238000,238000,1,0,1,1,0,1.0
3,2014,6,20,0,6555,526,0,1,1,0,1,1.0
2,2014,6,18,0,5111,403,1,0,1,0,0,0.0
8,2019,8,20,0,90000,4428,0,0,1,0,1,1.0
5,2018,4,19,0,28000,1071,1,0,1,0,1,1.0
9,2023,6,22,1,640000,640000,1,1,1,1,1,1.0
6,2023,4,18,1,167000,167000,1,1,2,1,0,1.0
6,2023,6,17,1,189000,189000,0,1,1,1,0,1.0
3,2016,8,20,0,7428,641,0,1,1,0,0,0.0
9,2023,6,22,1,640000,640000,1,1,1,1,1,1.0
8,2023,6,20,1,375000,375000,1,1,1,1,0,1.0
4,2017,4,19,0,14666,765,0,1,1,0,1,0.0
4,2018,6,20,0,19600,1694,0,0,1,0,0,1.0
7,2019,8,19,0,72250,3503,0,0,1,0,1,1.0
5,2023,4,17,1,145000,145000,1,1,1,1,0,1.0
4,2014,8,21,0,8777,544,1,0,1,0,1,0.0
8,2022,8,18,1,395000,395000,0,0,1,1,0,1.0
7,2022,4,18,1,267000,5748,0,0,1,1,1,1.0
7,2020,8,22,0,90000,5625,1,0,1,1,1,1.0
7,2019,6,21,0,74750,6953,0,1,1,1,1,1.0
3,2016,6,18,0,7428,495,1,0,1,0,0,1.0
7,2022,6,21,1,205000,51250,0,0,1,1,1,1.0
5,2015,6,20,0,16500,1000,0,0,1,0,1,0.0
6,2019,6,20,0,40000,2515,0,0,1,0,1,1.0
3,2013,6,20,0,5900,437,0,0,1,0,1,1.0
5,2011,8,20,0,8750,840,1,0,1,0,0,1.0
2,2018,4,17,0,8600,4300,1,0,1,1,0,1.0
8,2022,6,22,1,349000,21812,1,1,1,1,1,1.0
7,2023,8,18,1,208000,78490,0,0,1,1,0,0.0
7,2020,6,22,0,85000,2040,1,0,1,0,1,0.0
3,2023,4,18,1,64000,64000,1,0,1,1,0,1.0
10,2023,8,23,1,1010000,1010000,1,1,1,1,1,1.0
3,2016,8,20,0,8857,264,0,1,1,0,0,0.0
4,2020,6,20,0,29333,2000,0,0,1,1,0,1.0
6,2017,8,18,0,30833,1107,1,1,1,0,0,0.0
4,2015,4,20,0,9750,624,1,1,1,0,1,0.0
5,2019,6,19,0,29500,2408,0,1,1,1,1,0.0
6,2018,6,18,0,35600,1589,1,1,1,0,1,1.0
5,2016,6,19,0,16285,1036,0,1,1,0,1,0.0
3,2015,6,18,0,7375,491,0,1,1,0,1,0.0
2,2014,8,19,0,5444,415,0,0,1,0,0,0.0
3,2016,8,19,0,8428,472,0,1,1,0,0,1.0
4,2021,4,19,0,47500,13571,0,0,1,1,0,1.0
3,2018,4,18,0,11200,361,0,0,1,0,0,1.0
4,2017,4,18,0,16500,933,1,0,1,0,1,0.0
9,2023,6,22,1,640000,640000,1,1,1,1,1,1.0
6,2019,6,20,0,48750,19718,0,0,1,1,1,1.0
4,2017,4,19,0,14000,1090,0,1,1,0,1,0.0
3,2016,4,17,0,8428,433,0,1,1,0,1,0.0
3,2019,4,18,0,16250,65000,1,1,1,1,0,1.0
6,2019,4,18,0,43250,4270,0,1,1,1,1,1.0
6,2022,4,18,1,173000,3670,0,0,1,1,1,1.0
7,2021,4,19,0,108500,7437,0,1,1,1,1,1.0
9,2023,6,22,1,575000,575000,1,1,1,1,1,1.0
2,2020,4,18,0,14000,2070,0,1,1,1,0,1.0
2,2021,4,16,0,21000,1120,0,0,1,1,0,1.0
7,2023,6,20,1,290000,290000,1,0,1,1,0,1.0
3,2019,4,17,0,16250,2264,0,0,1,1,0,1.0
2,2019,6,17,0,12000,885,1,0,1,0,0,1.0
5,2021,6,10,0,56000,5333,1,1,1,1,0,1.0
5,2022,6,17,1,126000,10080,1,0,1,1,0,1.0
6,2023,4,18,1,180000,180000,0,1,1,1,1,1.0
5,2023,6,18,1,146000,146000,0,0,1,1,0,1.0
4,2023,4,17,1,85000,85000,1,1,1,1,0,1.0
7,2023,6,20,1,260000,260000,1,0,1,1,0,1.0
4,2014,6,17,0,8666,478,1,0,1,0,0,1.0
3,2009,6,18,0,4857,373,1,1,1,0,0,1.0
4,2023,4,16,1,83000,83000,0,0,1,1,0,1.0
9,2020,12,20,0,261666,21805,0,1,1,1,1,1.0
7,2023,6,20,1,235000,235000,1,1,1,1,0,1.0
4,2023,4,19,1,96000,96000,1,0,1,1,0,1.0
8,2023,4,21,1,339000,339000,1,0,1,1,1,1.0
9,2020,8,22,0,216666,7439,1,1,1,0,1,1.0
2,2010,6,17,0,3153,362,1,0,1,0,1,1.0
9,2021,8,19,0,385000,42777,1,0,1,1,1,1.0
4,2020,6,20,0,26333,963,0,0,1,0,0,1.0
3,2019,4,16,0,17250,2307,1,0,1,1,0,1.0
2,2017,4,20,0,8166,326,0,0,1,0,0,1.0
10,2020,12,19,0,563333,169000,0,0,1,1,1,1.0
8,2016,8,20,0,47000,3803,0,0,1,0,1,1.0
7,2016,8,20,0,30000,1567,1,0,1,0,1,0.0
3,2017,4,20,0,10333,628,0,0,1,0,0,1.0
7,2018,8,21,0,41800,4074,1,0,1,0,1,1.0
7,2020,6,17,0,89666,5723,0,1,1,1,1,1.0
7,2020,8,21,0,68333,1009,1,1,1,0,0,0.0
4,2022,6,20,1,95000,2500,0,0,1,1,0,1.0
2,2017,4,18,0,6500,177,0,1,1,0,0,0.0
6,2015,8,21,0,21250,1103,1,1,1,0,1,1.0
8,2020,6,17,0,106333,13291,0,1,1,1,1,1.0
9,2023,6,21,1,639000,639000,0,0,1,1,1,1.0
3,2023,4,17,1,69000,1840,1,0,1,1,0,1.0
6,2020,6,21,0,58333,994,1,1,1,0,0,0.0
7,2005,4,20,0,12222,635,1,0,1,0,1,1.0
5,2019,4,18,0,28000,1000,0,0,1,0,0,1.0
3,2008,8,20,0,4533,283,1,0,1,0,1,1.0
4,2017,8,20,0,15833,642,0,1,1,0,0,1.0
9,2023,8,19,1,745000,745000,1,1,1,1,1,1.0
4,2016,4,19,0,13571,1004,1,0,1,0,1,1.0
9,2022,8,22,1,648000,648000,0,0,1,1,1,1.0
3,2019,4,17,0,17250,1301,0,0,1,0,1,1.0
5,2016,5,20,0,19714,3985,1,0,1,1,1,1.0
3,2013,6,20,0,6200,238,1,0,1,0,0,0.0
9,2023,8,23,1,768000,768000,1,0,1,1,1,1.0
9,2022,8,22,1,598000,598000,0,0,1,1,1,1.0
8,2020,8,22,0,132666,13266,1,1,1,1,1,1.0
7,2012,6,20,0,22272,2740,0,1,1,0,1,1.0
8,2022,6,21,1,358000,358000,1,1,1,1,1,1.0
10,2022,10,20,1,1498000,1498000,0,0,1,1,1,1.0
10,2022,8,23,1,1618000,1618000,1,1,1,1,1,1.0
3,2013,6,22,0,5500,323,1,0,1,0,0,0.0
4,2011,8,21,0,6583,796,0,0,1,0,1,1.0
5,2015,8,22,0,13500,635,1,0,1,0,1,0.0
10,2022,8,22,1,1078000,1078000,1,0,1,1,1,1.0
7,2022,6,21,1,298000,298000,1,1,1,1,1,1.0
9,2022,8,22,1,648000,648000,0,0,1,1,1,1.0
7,2023,6,19,1,290000,290000,1,0,1,1,1,1.0
9,2023,6,21,1,848000,848000,0,0,1,1,1,1.0
10,2020,8,20,0,552666,829000,0,0,1,1,1,1.0
3,2013,6,17,0,5200,225,1,0,1,0,0,1.0
7,2020,8,20,0,68333,2390,1,1,1,0,0,1.0
7,2018,8,21,0,59800,10678,0,1,1,1,1,0.0
