link,title,article,кластер,emotion
https://www.d-kvadrat.ru/novosti/25324,Водитель сбил 9-летнего ребенка в Ижевске,"В Ижевске  апреля произошёл наезд на пешехода  летнюю девочку. Об этом сообщил  отдел Управления ГИБДД МВД по Удмуртской Республике. Наезд произошёл около  часов, напротив дома  , на улице Коммунаров. летний водитель автомобиля ГАЗ ехал по тротуару задним ходом. В результате ДТП несовершеннолетняя получила травмы.  Напомнми, автомобиль сгорел на  км трассы М.",0,Негативная
https://www.d-kvadrat.ru/novosti/25043,До 6 тонн уменьшили грузоподъемность переправы через Каму,"Грузоподъёмность ледовой переправы через реку Кама в направлении п. Борок  г. Сарапул снижена до  тонн. Об этом сообщила прессслужба МЧС Удмуртии. Это сделано в связи с погодными условиями.  Помните, выезжать на лед вне специально оборудованных переправ запрещено! Вода может подниматься и выходить на поверхность, повышается хрупкость льда, не исключено образование трещин. При таких факторах нахождение на льду, особенно на автомобилях, крайне небезопасно!  говорится в сообщении спасателей. Напомним, ранее на ледовой переправе через Каму уменьшена грузоподъемность до  тонн.",0,Негативная
https://www.d-kvadrat.ru/novosti/23900,В Удмуртии реорганизуют службу занятости,"Масштабное перевооружение всей сети Службы занятости Удмуртии запланировано на  году. Оно коснется как оснащения помещений, так и самого формата работы. Об этом сообщила заместитель председателя Правительства Удмуртской Республики Татьяна Чуракова. Так, во всех точках присутствия планируется создание светлых помещений под узнаваемым брендом, включающие простые современные цифровые сервисы. Там появятся зоны для информирования граждан и удобные пространства для индивидуальных и групповых занятий. Облик будущей трансформации можно представить уже сейчас на примере филиалов Республиканского центра занятости населения в Ижевске и Граховском районе, которые отремонтированы и работают в новом формате. Совсем скоро к ним присоединится и воткинская площадка. Что касается формата работы, то будет применяться клиентоцентричный подход в решении жизненной или бизнесситуации с использованием новых стандартов предоставления услуг. Все это возможно благодаря федеральному проекту Содействие занятости. Как напомнила Татьяна Чуракова, Служба занятости населения республики  это  городских и районных точек присутствия, которые ежегодно посещает свыше  тысяч жителей Удмуртии. Партнерами Службы являются  работодателей республики.",0,Позитивная
https://www.d-kvadrat.ru/novosti/27127,Елена Сычева покидает должность первого заместителя министра здравоохранения Удмуртии,"Елена Сычева покидает должность первого заместителя министра здравоохранения Удмуртии. Об этом сообщила зампред Удмуртии Эльвира Пинчук. Вскоре она займет должность главврача Городской клинической больницы .   Желаю Елене Витальевне успехов, уверена, что в самом скором времени мы их сможем оценить,  отметила Эльвира Пинчук. Сообщается также, что Елене Витальевне Сычевой присвоено почетное звание Заслуженного работника здравоохранения Удмуртии. Справка: Елена Витальевна Сычева родилась в  году. Свой профессиональный путь начала с должности санитарки Сюмсинской центральной районной больницы. В  году закончила Ижевскую государственную медицинскую академию по специальности Лечебное дело. С  по  проходила интернатуру по специальности Инфекционные болезни. С  по  проходила аспирантуру по специальности Организация здравоохранения и общественное здоровье. С  года является кандидатом медицинских наук. Имеет высшую квалификационную категорию по специальности Организация здравоохранения и общественное здоровье. Работала врачоминфекционистом Республиканской клинической инфекционной больницы, врачомэпидемиологом, заведующим отделением Республиканского центра по борьбе со СПИД. С  по  года работала главным специалистомэкспертом, позже начальником управления Министерства здравоохранения Удмуртии. В  году возглавила бюджетное учреждение здравоохранения Республиканский медицинский информационноаналитический центр Министерства здравоохранения Удмуртии. К обязанностям заместителя министра здравоохранения Удмуртии Елена Витальевна приступила с  октября  года.",0,Позитивная
https://www.d-kvadrat.ru/novosti/28256,Хирурги ГКБ №9 спасли пациентку с редким заболеванием,"Хирурги Центра торакальной хирургии ГКБ  в Ижевске завершили успешную операцию по пластике грудной клетки у пациентки, страдающей от редкого заболевания  спонтанной легочной грыжи. Это редкое состояние диагностируется всего у одного пациента из  тысяч.Об этом сообщила зампред Удмуртии Эльвира Пинчук. Пациентка страдала от болей при дыхании и кашле, вызванных патологическим выпячиванием грудной клетки. Она обратилась к врачам, и главный торакальный хирург Мясников Максим Геннадьевич поставил диагноз и назначил операцию. Во время процедуры грыжа была удалена, а грудная клетка подверглась пластике с использованием собственных тканей пациентки и сетчатого синтетического материала, чтобы уменьшить вероятность рецидива. Операция, которая прошла  октября, завершилась успешно, и пациентка была выписана через шесть дней. Она оценила результат лечения положительно, поскольку проблемное выпячивание исчезло, и ее дыхание стало значительно легче. После выписки женщина будет подвергнута амбулаторной реабилитации, позволяя ей вернуться к нормальной жизни без ограничений и боли. ",0,Позитивная
https://www.d-kvadrat.ru/novosti/27443,Масштабные учения МЧС прошли в многоквартирном доме Ижевска," сентября в Ижевске были проведены масштабные учения в пятиэтажном многоквартирном доме  на улице Ленина. Этот дом ранее был признан аварийным, и его жильцы были расселены. Учения продолжались в течение всего дня.Об этом сообщила прессслужба ГУ МЧС России по Удмуртии. Учения проводились под руководством различных подразделений Главного управления МЧС России по Удмуртской Республике и включали в себя симуляцию возгорания в одной из квартир. Участие в учениях принимали дознаватели отдела дознания, эксперты испытательной пожарной лаборатории, службы пожаротушения, а также беспилотные авиационные системы и пожарныеспасатели. Ольга Михайлова, начальник прессслужбы ГУ МЧС России по Удмуртии, подчеркнула: Подобные учения в многоквартирном доме, с реальным искусственно инициированным горением, у нас проводились впервые. Именно поэтому сотрудники нашего ведомства отрабатывали всевозможные сценарии  это особенности развития пожара, следование пожарноспасательной техники к месту вызова, организация его тушения и исследование дознание. Пожарные  поиск и спасение людей в непригодной для дыхания среде, в том числе испытывали различное аварийноспасательное оборудование, ну и конечно, отрабатывали навыки тактики тушения. Учения прошли успешно, все поставленные задачи были выполнены. Более  человек личного состава и  единиц техники были задействованы в ходе учений. Масштабные учения данного рода особенно важны в регионах, подверженных частым пожарам в жилых многоквартирных домах. С начала этого года в Удмуртии уже ликвидировано более  возгораний, спасено  человек, но, к сожалению, погибло  человек.",0,Негативная
https://www.d-kvadrat.ru/novosti/23452,Владимир Ярыгин побывал у наших бойцов в Вольске,"Легендарный оружейник, конструктор стрелкового оружия Владимир Ярыгин побывал у наших бойцов в Вольске. Об этом сообщил в своих соцсетях глава Удмуртии Александр Бречалов. Конструктор пожелал мобилизованным с честью выполнить свой боевой долг и передал привет от ижевских оружейников, которые тоже стоят на страже безопасности страны.    Напомним, Владимир Александрович  четвертый житель Ижевска, чьё имя присвоено оружию. Пистолет его разработки принят на вооружение Российской армии. В декабре конструктор Владимир Ярыгин получил кафтан оружейника.",0,Позитивная
https://www.d-kvadrat.ru/novosti/25488,14-летняя девочка пострадала в ДТП в Завьяловском районе Удмуртии по вине нетрезвой водительницы,"Тяжелое ДТП произошло  апреля  года, около  часов, на перекрестке улиц ЧкаловаПрудовая в селе Завьялово Завьяловского района Удмуртии. Об этом сообщил  отдел Управления ГИБДД МВД по Удмуртской Республике. Водитель автомобиля ВАЗ , летняя женщина, находясь в состоянии опьянения, не уступила дорогу автомобилю Шевроле Круз, за рулем которого находилась летняя девушка, двигавшаяся по главной дороге.  В результате столкновения пострадали пассажир автомобиля ВАЗ , летняя девочка, а также водитель автомобиля Шевроле Круз, получившие травмы. Обстоятельства произошедшего выясняются. Напомним, смертельное ДТП произошло в ЯкшурБодьинском районе Удмуртии  апреля.",0,Негативная
https://www.d-kvadrat.ru/novosti/26875,Пожар на ул. 40 лет Победы в Ижевске унёс жизнь одного человека,"В ночь с  на  июля в Удмуртии произошло пять пожаров, и наиболее серьезное ЧП случилось на улице  лет Победы в Ижевске. Об этом сообщила прессслужба МЧС Удмуртии. Около : загорелась кухня в трехкомнатной квартире, которая находилась на четвертом этаже девятиэтажного дома. Общая площадь пожара составила  квадратных метров. Спасателям удалось эвакуировать четырех человек с шестого этажа с помощью автолестницы. Однако, при разборе пожара в квартире обнаружили тело одного человека, погибшего в результате возгорания. Еще один человек получил ожоги тела различной степени тяжести  поверхности. Причины и обстоятельства произошедшего пока неизвестны, и следователи совместно с экспертами испытательной пожарной лаборатории проводят расследование для выяснения всех обстоятельств трагедии. Трагедия в Удмуртии: Женщина погибла в результате пожара в Селтах",0,Негативная
https://www.d-kvadrat.ru/novosti/27740,Локализовано возгорание на законсервированном полигоне ТБО в Удмуртии,"Пожар на законсервированном полигоне твердых бытовых отходов ТБО успешно локализован. Всего в операции по тушению лесного пожара участвовало  человек и  единица техники.Об этом сообщило Министерство природных ресурсов Удмуртии. Специалисты продолжают работы по полной ликвидации возгорания. На данный момент нет опасности распространения огня на лесные насаждения. Также сообщается, что Роспотребнадзор проводит отбор проб воздуха в двух точках: на границе жилых зон города Можги и Можгинского района. Цель  определить максимальноразовые концентрации загрязняющих веществ. По предварительным данным, не было зафиксировано превышения предельно допустимых концентраций загрязняющих веществ. Мониторинг качества воздуха будет продолжен до полной ликвидации пожара.",0,Нейтральная
https://www.d-kvadrat.ru/novosti/26705,Филиал Удмуртэнерго переведен в режим повышенной готовности,"Филиал Удмуртэнерго принял меры по повышению готовности в связи с неблагоприятными погодными условиями. Все необходимые силы и средства готовы к оперативному реагированию. Об этом сообщила прессслужба МЧС. Специалисты компании усилили контроль за работой энергообъектов и организовали круглосуточное дежурство операторов Временного информационного центра. Постоянно проводится мониторинг метеообстановки, чтобы оперативно реагировать на возможные неполадки. В случае отключения электроэнергии или обнаружения повреждений энергообъектов, граждане могут связаться с контактцентром Россети по единому бесплатному телефону . Напомним, что по территории Удмуртской Республики ожидается прохождение грозового фронта с осадками и усилением ветра, порывы которого могут достигать  мс.",0,Нейтральная
https://www.d-kvadrat.ru/novosti/24080,"Литературные чтения, посвященные творчеству Ашальчи Оки, пройдут на Ижевском вокзале"," января на Ижевском вокзале пройдут литературные чтения, посвященные летию со дня рождения первой удмуртской поэтессы Ашальчи Оки, которое отмечается в  году. Об этом сообщила прессслужба РЖД. Учащиеся школ Ижевска подготовили специальную программу для пассажиров поездов и жителей Ленинского района, в которой прозвучат произведения автора на русском и удмуртском языках. В этот же день на вокзале откроется выставка детских рисунков, посвященных творчеству Ашальчи Оки. Передвижная экспозиция, подготовленная железнодорожным музеем, будет работать до конца марта.   Начало мероприятия в : местного времени. Место проведения  зал ожидания в главном здании вокзала.   Справка:  Ашальчи Оки  литературный псевдоним удмуртской поэтессы и писательницы Акилины Григорьевны Векшиной . Акилина Григорьевна родилась в крестьянской семье в деревне Кузебаево ныне Граховского района Удмуртии. Получила образование в Карлыганской Вотской учительской школе г., на Казанском рабочем факультете г. и медицинском факультете Казанского университета г.. Первые стихи и рассказы Ашальчи Оки появились в  году на страницах удмуртских газет Виль синь и Гудыри. В  году печатаются первые сборники стихов У дороги Сюрес дурын и О чем поет вотячка.  С  года работала врачомокулистом, заслуженный врач Удмуртской АССР. В годы Великой Отечественной войны была фронтовым хирургом, имела военные награды. После демобилизации из армии в октябре  года, работала врачом Алнашской районной больницы.",0,Позитивная
https://www.d-kvadrat.ru/novosti/24455,Более 20 млрд рублей составил оборот IT-компаний Удмуртии,"В Удмуртии подвели итоги работы отрасли в  году. Об этом сообщает первый вицепремьер УР Константин Сунцов. , млрд рублей таков оборот компаний Удмуртии за прошлый год. Это на , выше, чем в  году. На  выросли налоговые поступления отрасли в бюджет Удмуртии и составили , млрд руб. В конце  года в Удмуртии было всего  компаний. Сейчас  , и в них работает , тысяч айтишников. Количество сотрудников выросло на ,. Их средняя зарплата за год поднялась на , и составила , тыс. рублей, отмечает первый вицепремьер УР. , млрд руб.  инвестиции в основной капитал отрасли за январьсентябрь  года.",0,Позитивная
https://www.d-kvadrat.ru/novosti/25777,Представляем апрельский номер журнала «Деловой квадрат»,"В апрельском номере журнала Деловой квадрат мы, как и всегда, поднимаем наиболее важные и актуальные вопросы для различных отраслей социальноэкономической жизни Удмуртии, России и мира.  Представляем вам краткое содержание номера:  Нарастающее санкционное давление и уход с рынка западных компаний создает серьезные вызовы и вместе с тем открывает новые возможности для дальнейшего развития стратегически важных отраслей России. Насколько удалось перестроится Роскосмосу? Какие шаги предпринимаются для дальнейшего развития радиоэлектронной отрасли РФ? Какова ситуация в промышленном секторе России в целом? Все это вы сможете узнать из наших материалов. В том числе, экспертный взгляд на ситуацию представит исполнительный директор Промышленноэкономической ассоциации Удмуртии Развитие Анатолий Федюкин.  Зарубежные бренды одежды также покинули рынок, а потребность в качественной и доступной одежде сегодня нарастает и в связи с СВО. Как на сегодня себя ощущает легкая промышленность Удмуртии? Каков объем производимой в республике продукции в денежном выражении? Какие заработки в отрасли? Обсуждаем перспективы развития легкой промышленности региона вместе с министром промышленности и торговли Удмуртии Виктором Лашкаревым.  От чего зависят цены молоко? Какие меры предприняты для стабилизации ситуации в отрасли? О текущей ситуации и перспективах молочки редакции журнала рассказывает непосредственно зампред Правительства УР Ольга Абрамова.  Сегодня высокотехнологичная помощь доступна по полисам ОМС  в свежем номере журнала представлен подробный обзор оснащения и реконструкции больниц, а также цифровизации отрасли здравоохранения, в том числе мер по повышению доступности получения медицинской помощи.  Традиционная историческая рубрика представлена материалом, посвященным Дню радио и связи, который освещает малоизвестные факты об истории данного направления науки и техники. Кроме того, в свежем номере Делового квадрата, свои итоги представят ведущие производственные предприятия, компании и учреждения региона. А еще больше интересных материалов и актуальную новостную повестку вы всегда сможете найти на нашем сайте . Полная версия апрельского номера журнала ЗДЕСЬ.",0,Нейтральная
https://www.d-kvadrat.ru/novosti/26765,В Удмуртии прошла агропромышленная выставка «AGRO.PRO-2023»,"Она прошла в пос. Первомайский Завьяловского района Удмуртии. В выставке приняли участие более  компаний из Удмуртии и соседних регионов   июля в пос. Первомайский Завьяловского района Удмуртии прошла выставка достижений, техники и технологий в агропромышленным комплексе .. . стал точкой притяжения для  компаний из Удмуртии и соседних регионов. Соорганизаторы выставки  ООО Компак и Удмуртский федеральный исследовательский центр УрО РАН представили более  высаженных сортов на демопосевах: рожь, яровая и озимая пшеница, ячмень, горох, овёс, кукуруза, соя, люпин.  В Удмуртии прошла  выставка достижений, техники и технологий в агропромышленным комплексе,  рассказала заместитель председателя правительства УР Ольга Абрамова.  Мероприятие прошло на новом месте  в пос. Первомайском Завьяловского района. Одной из главных площадок мероприятия стала зона Территория фермеров здесь участники могли увидеть воочию и попробовать фермерские продукты. На площадке работали  интерактивных зон, в ходе работы которых участники форума могли увидеть более  единиц техники, используемой в агропромышленным комплексе, самым ярким событием стал смотрконкурс сельхозживотных, в нем приняли участие  голов племенного КРС. Кроме того, для участников прошла пленарная сессия Животноводство, ее модератором стала заместитель председателя правительства УР Ольга Абрамова. Напомним, впервые агрофестиваль . состоялся в  году в окрестностях деревни Кукуи Воткинского района, объединив в себе День поля и выставку сельхозживотных и птицы, и расширив их географический и тематический охват. В  году, изза пандемии, выставку животных пришлось проводить онлайн.",0,Позитивная
https://www.d-kvadrat.ru/novosti/25092,"Пьяный житель Сюмсинского района Удмуртии угнал трактор, чтобы заработать","Пьяный житель в феврале Сюмсинского района угнал трактор, чтобы заработать, очищая снег. Не справившись с управлением, мужчина застрял в поле, где покинул трактор. Теперь его ждёт до  лет лишения свободы. Об этом сообщила прессслужба   прокуратуры. летнего мужчину обвиняют в совершении преступления по ч.  ст.  УК России Неправомерное завладение иным транспортным средством без цели хищения угон. Прокурор Сюмсинского района утвердил обвинительный акт по уголовному делу. Теперь оно направлено Сюмсинский районный суд для рассмотрения по существу.",0,Негативная
https://www.d-kvadrat.ru/novosti/24552,Сегодня в Ижевске пройдут пожарные учения,"Сегодня,  февраля, в Ижевске пройдут пожарные учения. Об этом сообщила прессслужба МЧС. Пожарнотактическое учение пройдёт с : на улице Новоажимова, . Будут привлечены силы и средства Ижевского пожарноспасательного гарнизона и служб жизнеобеспечения объекта. Жителей просят сохранять спокойствие и не препятствовать проезду спецавтотранспорта и работе оперативных служб ",0,Нейтральная
https://www.d-kvadrat.ru/novosti/25300,"В Удмуртии осудили мужчину, заявившего о намерении взорвать Можгу","летнему жителю Можги на  месяцев ограничили свободу за заведомо ложное сообщение об акте терроризма. Об это сообщает объединенная прессслужба судов Удмуртии. Под конец продолжительных январских каникул,  января, явно заскучавший нетрезвый можгинец решил похулиганить. Но ничего лучшего не смог придумать, как набрать номер вызова экстренных оперативных служб и сообщить, что он будет взрывать Можгу. Сотрудник диспетчерской службы тут же направил его сообщение всем экстренным службам города. К можгинцу нагрянули полицейские.  Своими действиями подсудимый дезорганизовал работу экстренных служб, сознавая, что сообщение будет воспринято как реальная опасность, объясняют в пресслужбе судов УР.  На него возбудили уголовное дело по ч.  ст.  УК РФ заведомо ложное сообщение о готовящемся взрыве, сделанное из хулиганских побуждений. В суде мужчина признал вину и раскаялся. Его приговорили к ограничению свободы на  месяцев, установив ряд ограничений.",0,Негативная
https://www.d-kvadrat.ru/novosti/26389,Уголовное дело возбуждено по факту гибели подростка на воде в Увинском районе,"В Увинском районе возбуждено уголовное дело в связи с гибелью подростка на воде, сообщает прессслужба Следственного комитета России по Удмуртии. Местный межрайонный следственный отдел начал расследование по статье причинение смерти по неосторожности после обнаружения тела летнего местного жителя в реке Нылга.  июня  года в районе деревни Кочур Увинского района было обнаружено тело летнего подростка. Предварительно установлено, что его смерть была вызвана утоплением в воде. Увинским межрайонным следственным отделом Следственного комитета России по Удмуртской Республике было возбуждено уголовное дело по статье причинение смерти по неосторожности часть  статьи  УК РФ. Следователи уже провели осмотр места происшествия и назначили судебномедицинскую экспертизу. В ходе расследования будут допрашиваться свидетели, а также предприняты все необходимые меры для выяснения обстоятельств этого случая. Следственное управление обращает внимание на важность более ответственного отношения родителей и других лиц к безопасности детей в воде. Большинство случаев гибели детей на воде происходит изза отсутствия надзора взрослых, недостаточных навыков плавания у детей, купания в опасных местах и несоблюдения правил безопасности.",0,Негативная
https://www.d-kvadrat.ru/novosti/28620,7 декабря пройдет прямая линия с Александром Бречаловым ," декабря Глава Удмуртии ответит на волнующие жителей вопросы о жизни республики в прямом эфире. Трансляцию можно будет посмотреть на телеканале Удмуртия и в соцсетях. Об этом сообщает прессслужба главы и правительства региона.  В эфире будут подведены итоги  года и обозначены планы на следующий.  Также по традиции Глава Удмуртии будет отвечать на вопросы жителей региона. Оператором сбора вопросов жителей на ежегодную трансляцию станет Центр управления регионом. Задать интересующий вас вопрос можно:  Позвонив на горячую линию . Режим работы: с понедельника по пятницу с : до :, в субботу  с : до :, воскресенье  выходной.  Написав на страницу главы Удмуртии во ВКонтакте :.. через личные сообщения. Через чатботы такие как:  . Перейдите по ссылке , нажмите кнопку Запустить, в поле Написать сообщение оставьте свой вопрос.  ВКонтакте. Запустите бот, перейдя по ссылке :.? Или через виджет Прямая линия в группе во ВКонтакте ЦУР Удмуртии  :. . Напишите ваш вопрос, укажите контакты, поставьте галочку в поле Согласенна с условиями формы заявки. Нажмите кнопку Отправить. Отметим, что страница пользователя должна быть открыта. Напомним, в прошлом году на прямую линию Главы поступило  вопросов.",0,Позитивная
https://www.d-kvadrat.ru/novosti/23702,В Удмуртию идут рождественские морозы до минус 29 градусов,"Похолодание до минус  градусов ожидается в Удмуртии в период с  по  января. Об этом сообщает портал .. По данным портала, температурный фон начнет опускаться ниже  градусов в Рожественский Сочельник  то есть, в ночь с  на  января.  Рождественские морозы достигнут максимальных значений  и  января, когда днем термометры покажут минус    градусов, а в ночное время  от  до  градусов. Все эти дни на небе будет облачно. Временами возможен небольшой снег. Ветер от слабого до умеренного. На дорогах гололедица.",0,Нейтральная
https://www.d-kvadrat.ru/novosti/24348,Бойцы Удмуртии передали привет своим семьям,"Жители Ижевска и Удмуртии передают слова благодарности за посылки и, конечно, слова любви своим мамам, женам, детям. Они обещают скоро вернуться живыми.  Глава Удмуртии Александр Бречалов опубликовал видеоролик с приветами наших бойцов из зоны спецоперации. Ролик посмотрели уже более  тысяч жителей республики.  Ижевчанин передал привет Устиновскому району, любимой супруге, сынишкам, маме и папе, друзьям.  Очень по вам скучаю! Ждите меня, скоро вернусь,  говорит молодой мужчина. Другой житель Ижевска передал привет улицам Сабурова, Барышникова,  января и, конечно, жене, дочке и родителям:  У нас все хорошо. Тихонечко работаем. Ваши посылки получили. Также приветы передают и другие участиники СВО из Удмуртии и Ижевска. Они сообщают что гуманитарку получили.  Скоро вернемся живыми и здоровыми! Ждите!  обещают бойцы.",0,Позитивная
https://www.d-kvadrat.ru/novosti/23186,Два человека пострадали в массовом ДТП в Ижевске ,"Вечером  ноября на улице Новоажимова в Ижевске столкнулись три автомобиля, есть пострадавшие. Проводится проверка. Об этом сообщает  отдел ГИБДД МВД по Удмуртии. Сегодня,  декабря, сотрудники Госавтоинспекции выясняют, что действительно стало причиной аварии, которая случилась накануне примерно в :. По предварительным данным, летний мужчина за рулем Рено Логан не справился с управлением, выехал на встречную полосу дороги, где столкнулся с  Хендай Солярис. Машину отбросило в крайнюю правую полосу и тут же на нее наехал другой Хендай Солярис. В результате столкновения пострадали водитель Рено Логан и летняя женщинапассажир Хендай Солярис. По фактиу данного массового ДТП сотрудники ГИБДД МВД по Удмуртии проводят проверку . Фото: Управление ГИБДД МВД по Удмуртии",0,Негативная
